Mn_molar_fraction,Fe_molar_fraction,Co_molar_fraction,Cu_molar_fraction,Sn_molar_fraction,Ta_molar_fraction,overpotential_V
0.5,0.1,0.1,0.0,0.0,0.3,0.6385689999999999
0.4,0.0,0.0,0.0,0.6,0.0,0.454842
0.1,0.0,0.0,0.4,0.3,0.2,0.458586
0.2,0.0,0.0,0.3,0.0,0.5,0.601198
0.3,0.1,0.2,0.0,0.0,0.4,0.557189
0.6,0.1,0.1,0.0,0.2,0.0,0.4366029999999999
0.4,0.1,0.2,0.0,0.3,0.0,0.420138
0.5,0.0,0.1,0.3,0.0,0.1,0.6027640000000001
0.3,0.1,0.4,0.0,0.0,0.2,0.5791470000000001
0.1,0.0,0.4,0.0,0.2,0.3,0.472487
0.1,0.5,0.3,0.1,0.0,0.0,0.4650109999999999
0.0,0.1,0.0,0.5,0.2,0.2,0.469375
0.2,0.0,0.5,0.2,0.1,0.0,0.453496
0.1,0.0,0.5,0.0,0.3,0.1,0.481763
0.5,0.0,0.0,0.0,0.4,0.1,0.443619
0.0,0.6,0.3,0.0,0.0,0.1,0.4668029999999999
0.0,0.4,0.5,0.0,0.1,0.0,0.4443479999999999
0.0,0.5,0.1,0.4,0.0,0.0,0.463308
0.2,0.0,0.0,0.4,0.0,0.4,0.5857479999999999
0.0,0.0,0.8,0.2,0.0,0.0,0.5032840000000001
0.0,0.0,0.2,0.0,0.8,0.0,0.436154
0.2,0.0,0.0,0.0,0.8,0.0,0.464319
0.2,0.0,0.2,0.2,0.4,0.0,0.434697
0.0,0.6,0.0,0.0,0.2,0.2,0.45819
0.8,0.0,0.0,0.0,0.0,0.2,0.593531
0.0,0.4,0.0,0.2,0.2,0.2,0.452543
0.2,0.0,0.0,0.0,0.0,0.8,0.6087600000000001
0.0,0.4,0.2,0.0,0.2,0.2,0.4641
0.0,0.2,0.0,0.6,0.0,0.2,0.527187
0.0,0.0,0.6,0.2,0.0,0.2,0.578813
0.2,0.2,0.2,0.4,0.0,0.0,0.508826
0.2,0.2,0.0,0.0,0.2,0.4,0.444856
0.0,0.2,0.0,0.2,0.2,0.4,0.4797909999999999
0.8,0.2,0.0,0.0,0.0,0.0,0.5480189999999999
0.2,0.0,0.6,0.0,0.2,0.0,0.439316
0.0,0.2,0.0,0.0,0.8,0.0,0.4415229999999999
0.2,0.4,0.2,0.0,0.2,0.0,0.413029
0.2,0.4,0.2,0.2,0.0,0.0,0.514563
0.6,0.0,0.2,0.0,0.0,0.2,0.6821550000000001
0.2,0.0,0.2,0.0,0.0,0.6,0.6240720000000001
0.0,0.0,0.2,0.0,0.2,0.6,0.490955
0.4,0.2,0.0,0.2,0.0,0.2,0.550478
0.2,0.2,0.0,0.2,0.0,0.4,0.527626
0.2,0.2,0.0,0.4,0.2,0.0,0.450502
0.0,0.0,0.0,1.0,0.0,0.0,0.50747
0.5,0.3,0.1,0.1,0.0,0.0,0.525687
0.3,0.2,0.0,0.0,0.2,0.3,0.435845
0.0,0.0,0.5,0.4,0.0,0.1,0.557053
0.6,0.0,0.0,0.1,0.0,0.3,0.641367
0.0,0.1,0.0,0.7,0.0,0.2,0.5586220000000001
0.0,0.0,0.7,0.2,0.0,0.1,0.549459
0.1,0.4,0.0,0.3,0.0,0.2,0.538312
0.4,0.4,0.2,0.0,0.0,0.0,0.5189739999999999
0.0,0.2,0.0,0.5,0.1,0.2,0.481706
0.3,0.4,0.0,0.0,0.2,0.1,0.429047
0.0,0.0,0.1,0.4,0.0,0.5,0.562829
0.4,0.4,0.0,0.0,0.2,0.0,0.41376
0.4,0.0,0.5,0.0,0.0,0.1,0.64283
0.2,0.0,0.3,0.0,0.3,0.2,0.4699279999999999
0.1,0.0,0.5,0.3,0.1,0.0,0.4809229999999999
0.0,0.1,0.1,0.3,0.0,0.5,0.5892609999999999
0.1,0.0,0.3,0.0,0.5,0.1,0.468639
0.2,0.0,0.3,0.3,0.2,0.0,0.43928
0.5,0.1,0.3,0.0,0.0,0.1,0.660622
0.6,0.0,0.3,0.1,0.0,0.0,0.573192
0.0,0.0,0.0,0.0,0.3,0.7,0.4777899999999999
0.1,0.0,0.0,0.5,0.4,0.0,0.487893
0.0,0.0,0.6,0.1,0.2,0.1,0.51068
0.2,0.0,0.2,0.5,0.0,0.1,0.537888
0.1,0.1,0.0,0.0,0.5,0.3,0.4391279999999999
0.1,0.0,0.0,0.2,0.1,0.6,0.473419
0.0,0.1,0.4,0.1,0.4,0.0,0.444727
0.1,0.1,0.0,0.2,0.6,0.0,0.452872
0.3,0.0,0.0,0.1,0.4,0.2,0.453617
0.1,0.3,0.4,0.0,0.0,0.2,0.512279
0.0,0.0,0.9,0.0,0.0,0.1,0.507231
0.1,0.1,0.0,0.0,0.6,0.2,0.441789
0.0,0.3,0.3,0.3,0.0,0.1,0.499989
0.0,0.4,0.3,0.1,0.2,0.0,0.441367
0.0,0.3,0.0,0.0,0.2,0.5,0.485743
0.2,0.0,0.1,0.0,0.3,0.4,0.463172
0.0,0.2,0.1,0.3,0.0,0.4,0.555248
0.0,0.0,0.0,0.0,1.0,0.0,0.4425699999999999
0.6,0.0,0.0,0.2,0.2,0.0,0.498205
0.0,0.0,0.0,0.0,0.0,1.0,0.575786
0.2,0.2,0.2,0.0,0.4,0.0,0.418393
0.0,0.0,0.2,0.6,0.2,0.0,0.425073
0.6,0.0,0.2,0.0,0.2,0.0,0.457211
0.0,0.8,0.2,0.0,0.0,0.0,0.450082
0.2,0.4,0.0,0.2,0.0,0.2,0.522026
0.0,0.6,0.2,0.0,0.0,0.2,0.494279
0.0,0.8,0.0,0.0,0.2,0.0,0.4521479999999999
0.0,0.0,0.2,0.2,0.2,0.4,0.486109
0.2,0.0,0.0,0.6,0.0,0.2,0.579662
0.2,0.0,0.6,0.2,0.0,0.0,0.565944
0.0,0.2,0.4,0.2,0.2,0.0,0.4559859999999999
0.2,0.2,0.4,0.2,0.0,0.0,0.5200199999999999
0.0,0.0,0.0,0.6,0.2,0.2,0.473387
0.6,0.2,0.2,0.0,0.0,0.0,0.546824
0.2,0.0,0.2,0.0,0.6,0.0,0.435105
0.0,0.6,0.2,0.2,0.0,0.0,0.4634189999999999
0.0,0.0,0.2,0.2,0.6,0.0,0.450118
0.0,0.4,0.2,0.2,0.2,0.0,0.649098
0.0,0.2,0.0,0.0,0.2,0.6,0.496163
0.2,0.2,0.0,0.4,0.0,0.2,0.522895
0.0,0.2,0.6,0.2,0.0,0.0,0.471307
0.2,0.0,0.0,0.6,0.2,0.0,0.509591
0.0,0.0,1.0,0.0,0.0,0.0,0.555354
0.0,0.0,0.1,0.1,0.1,0.7,0.5187430000000001
0.1,0.0,0.0,0.0,0.9,0.0,0.471688
0.2,0.3,0.0,0.4,0.1,0.0,0.459584
0.0,0.2,0.4,0.3,0.0,0.1,0.5184840000000001
0.0,0.6,0.2,0.1,0.1,0.0,0.421784
0.7,0.1,0.0,0.2,0.0,0.0,0.581264
0.3,0.3,0.0,0.2,0.0,0.2,0.524369
0.5,0.0,0.0,0.3,0.2,0.0,0.477575
0.4,0.1,0.4,0.0,0.1,0.0,0.430835
0.0,0.0,0.5,0.1,0.2,0.2,0.479854
0.2,0.1,0.4,0.0,0.3,0.0,0.416239
0.0,0.0,0.3,0.6,0.0,0.1,0.468109
0.2,0.3,0.2,0.0,0.3,0.0,0.411225
0.1,0.2,0.5,0.0,0.0,0.2,0.561248
0.3,0.0,0.4,0.0,0.0,0.3,0.639219
0.0,0.0,0.1,0.2,0.5,0.2,0.457521
0.3,0.2,0.0,0.0,0.5,0.0,0.407561
0.4,0.0,0.5,0.0,0.1,0.0,0.451867
0.0,0.0,0.0,0.7,0.2,0.1,0.481189
0.8,0.1,0.1,0.0,0.0,0.0,0.563942
0.0,0.1,0.8,0.0,0.1,0.0,0.449156
0.2,0.0,0.1,0.4,0.0,0.3,0.5674739999999999
0.4,0.4,0.0,0.0,0.0,0.2,0.512313
0.0,0.1,0.0,0.6,0.1,0.2,0.490965
0.0,0.5,0.1,0.0,0.0,0.4,0.528425
0.1,0.0,0.0,0.3,0.0,0.6,0.567448
0.1,0.5,0.2,0.2,0.0,0.0,0.480887
0.1,0.0,0.2,0.6,0.0,0.1,0.525623
0.0,0.1,0.1,0.0,0.2,0.6,0.477475
0.1,0.5,0.0,0.2,0.0,0.2,0.514364
0.1,0.0,0.1,0.0,0.3,0.5,0.463401
0.0,0.2,0.7,0.1,0.0,0.0,0.46219
0.7,0.0,0.3,0.0,0.0,0.0,0.624229
0.2,0.4,0.0,0.1,0.0,0.3,0.5263140000000001
0.7,0.0,0.0,0.1,0.0,0.2,0.5945630000000001
0.1,0.6,0.1,0.0,0.2,0.0,0.4192899999999999
0.2,0.0,0.0,0.5,0.0,0.3,0.576785
0.0,0.0,0.6,0.0,0.2,0.2,0.487455
0.0,0.2,0.0,0.4,0.2,0.2,0.458976
0.0,0.0,0.0,0.8,0.2,0.0,0.448134
0.0,0.2,0.2,0.4,0.2,0.0,0.433177
0.2,0.0,0.0,0.2,0.2,0.4,0.473652
0.2,0.0,0.2,0.0,0.4,0.2,0.4615649999999999
0.2,0.0,0.2,0.4,0.0,0.2,0.5825819999999999
0.0,0.2,0.2,0.4,0.0,0.2,0.528447
0.0,0.8,0.0,0.2,0.0,0.0,0.474496
0.2,0.2,0.0,0.0,0.0,0.6,0.5529569999999999
0.2,0.0,0.0,0.4,0.2,0.2,0.476226
0.0,0.0,0.2,0.2,0.0,0.6,0.585015
0.6,0.2,0.0,0.0,0.2,0.0,0.426559
0.0,0.0,0.0,0.0,0.2,0.8,0.485722
0.2,0.6,0.2,0.0,0.0,0.0,0.489313
0.2,0.2,0.6,0.0,0.0,0.0,0.508785
0.0,0.0,0.8,0.0,0.0,0.2,0.5680890000000001
0.0,0.2,0.6,0.0,0.0,0.2,0.505437
0.0,0.0,0.0,0.2,0.2,0.6,0.4905279999999999
0.0,0.2,0.8,0.0,0.0,0.0,0.462635
0.0,0.0,0.2,0.0,0.6,0.2,0.476196
0.0,1.0,0.0,0.0,0.0,0.0,0.474517
0.2,0.0,0.2,0.0,0.2,0.4,0.499366
0.0,0.2,0.0,0.0,0.0,0.8,0.590162
0.2,0.0,0.0,0.2,0.0,0.6,0.562588
0.2,0.2,0.0,0.2,0.4,0.0,0.422785
0.0,0.3,0.2,0.2,0.0,0.3,0.545949
0.5,0.0,0.3,0.0,0.1,0.1,0.494855
0.1,0.4,0.0,0.1,0.4,0.0,0.424452
0.1,0.1,0.3,0.0,0.0,0.5,0.605445
0.2,0.0,0.3,0.2,0.3,0.0,0.426077
0.0,0.1,0.0,0.2,0.7,0.0,0.440669
0.3,0.0,0.5,0.0,0.1,0.1,0.483338
0.3,0.0,0.1,0.0,0.1,0.5,0.5191439999999999
0.2,0.0,0.7,0.0,0.1,0.0,0.444708
0.1,0.0,0.7,0.1,0.1,0.0,0.457705
0.0,0.1,0.1,0.0,0.8,0.0,0.424166
0.0,0.0,0.4,0.2,0.1,0.3,0.497612
0.0,0.0,0.0,0.4,0.3,0.3,0.451592
0.0,0.0,0.2,0.4,0.0,0.4,0.619938
0.8,0.0,0.1,0.0,0.0,0.1,0.681543
0.7,0.2,0.0,0.1,0.0,0.0,0.577522
0.3,0.0,0.1,0.6,0.0,0.0,0.548696
0.0,0.1,0.2,0.0,0.6,0.1,0.4299
0.2,0.1,0.0,0.0,0.2,0.5,0.489274
0.0,0.4,0.1,0.5,0.0,0.0,0.44254
0.3,0.2,0.1,0.0,0.4,0.0,0.40929
0.5,0.2,0.0,0.0,0.0,0.3,0.565868
0.4,0.4,0.0,0.2,0.0,0.0,0.491164
0.0,0.4,0.3,0.0,0.0,0.3,0.501028
0.5,0.0,0.1,0.1,0.3,0.0,0.433225
0.4,0.1,0.4,0.0,0.0,0.1,0.594962
0.2,0.0,0.3,0.4,0.0,0.1,0.582006
0.0,0.0,0.7,0.1,0.0,0.2,0.547934
0.1,0.0,0.1,0.7,0.0,0.1,0.508958
0.4,0.5,0.0,0.0,0.1,0.0,0.417936
0.0,0.0,0.0,0.1,0.8,0.1,0.4805649999999999
0.0,0.5,0.0,0.2,0.2,0.1,0.438552
0.0,0.1,0.0,0.6,0.2,0.1,0.476037
0.2,0.0,0.2,0.5,0.1,0.0,0.486162
0.0,0.2,0.1,0.2,0.0,0.5,0.575259
0.0,0.1,0.0,0.5,0.0,0.4,0.537747
0.0,0.2,0.0,0.1,0.3,0.4,0.453366
0.2,0.0,0.2,0.4,0.2,0.0,0.45807
0.0,0.4,0.2,0.2,0.0,0.2,0.520884
0.2,0.0,0.0,0.2,0.6,0.0,0.472832
0.0,0.2,0.0,0.2,0.6,0.0,0.442667
0.0,0.0,0.0,0.0,0.8,0.2,0.466159
0.2,0.2,0.4,0.0,0.0,0.2,0.5491159999999999
0.0,0.2,0.6,0.0,0.2,0.0,0.451219
0.2,0.0,0.4,0.0,0.2,0.2,0.481956
0.2,0.2,0.0,0.0,0.6,0.0,0.417542
0.0,0.8,0.0,0.0,0.0,0.2,0.49962
0.2,0.0,0.8,0.0,0.0,0.0,0.521061
0.0,0.2,0.2,0.0,0.4,0.2,0.469117
0.2,0.6,0.0,0.0,0.0,0.2,0.506559
0.0,0.2,0.4,0.2,0.0,0.2,0.535501
0.6,0.0,0.0,0.0,0.2,0.2,0.473422
0.4,0.2,0.2,0.0,0.0,0.2,0.578467
0.6,0.0,0.0,0.2,0.0,0.2,0.615548
0.2,0.0,0.0,0.0,0.2,0.6,0.4771319999999999
0.0,0.0,0.2,0.0,0.0,0.8,0.679284
0.6,0.0,0.2,0.2,0.0,0.0,0.581314
0.0,0.2,0.0,0.2,0.4,0.2,0.4530869999999999
0.0,0.6,0.0,0.2,0.0,0.2,0.5169189999999999
0.0,0.6,0.2,0.0,0.2,0.0,0.4673899999999999
0.2,0.0,0.4,0.2,0.2,0.0,0.4465729999999999
0.2,0.0,0.4,0.2,0.0,0.2,0.630236
0.2,0.0,0.6,0.0,0.0,0.2,0.598029
0.5,0.0,0.0,0.2,0.2,0.1,0.479096
0.0,0.1,0.3,0.0,0.6,0.0,0.428826
0.0,0.0,0.0,0.8,0.1,0.1,0.496746
0.1,0.0,0.6,0.0,0.2,0.1,0.493832
0.0,0.0,0.6,0.3,0.0,0.1,0.554048
0.3,0.0,0.2,0.4,0.0,0.1,0.5770529999999999
0.1,0.0,0.3,0.0,0.2,0.4,0.496052
0.1,0.4,0.3,0.2,0.0,0.0,0.498717
0.3,0.0,0.5,0.0,0.0,0.2,0.6745770000000001
0.1,0.0,0.7,0.0,0.0,0.2,0.631538
0.0,0.1,0.2,0.2,0.0,0.5,0.590778
0.2,0.1,0.3,0.0,0.0,0.4,0.6004229999999999
0.2,0.3,0.0,0.0,0.1,0.4,0.465161
0.3,0.0,0.0,0.5,0.2,0.0,0.489921
0.0,0.2,0.0,0.3,0.2,0.3,0.467335
0.0,0.2,0.0,0.1,0.7,0.0,0.438855
0.0,0.0,0.1,0.2,0.1,0.6,0.515375
0.3,0.6,0.0,0.1,0.0,0.0,0.504742
0.0,0.3,0.3,0.1,0.0,0.3,0.552085
0.4,0.0,0.0,0.3,0.3,0.0,0.470304
0.4,0.5,0.0,0.0,0.0,0.1,0.499299
0.8,0.1,0.0,0.1,0.0,0.0,0.5801029999999999
0.5,0.1,0.0,0.3,0.1,0.0,0.476191
0.2,0.0,0.3,0.0,0.1,0.4,0.511079
0.5,0.1,0.0,0.0,0.1,0.3,0.445665
0.3,0.3,0.0,0.1,0.3,0.0,0.393912
0.0,0.0,0.0,0.3,0.6,0.1,0.479753
0.2,0.0,0.2,0.3,0.3,0.0,0.434131
0.3,0.6,0.0,0.0,0.1,0.0,0.430616
0.0,0.5,0.0,0.4,0.1,0.0,0.42588
0.1,0.3,0.0,0.0,0.2,0.4,0.432185
0.5,0.2,0.0,0.0,0.2,0.1,0.414722
0.0,0.0,0.0,0.3,0.2,0.5,0.465463
0.7,0.3,0.0,0.0,0.0,0.0,0.498908
0.1,0.5,0.0,0.1,0.3,0.0,0.4135
0.2,0.7,0.0,0.1,0.0,0.0,0.4855109999999999
0.7,0.0,0.0,0.3,0.0,0.0,0.564394
0.0,0.0,0.1,0.3,0.6,0.0,0.441417
0.0,0.6,0.0,0.0,0.0,0.4,0.5215380000000001
0.0,0.3,0.0,0.6,0.1,0.0,0.453186
0.1,0.0,0.3,0.0,0.1,0.5,0.506764
0.0,0.2,0.1,0.0,0.3,0.4,0.463522
0.1,0.0,0.1,0.0,0.7,0.1,0.451934
0.2,0.6,0.0,0.1,0.1,0.0,0.446085
0.0,0.4,0.3,0.0,0.3,0.0,0.467995
0.2,0.0,0.0,0.7,0.0,0.1,0.5671430000000001
0.3,0.0,0.3,0.0,0.0,0.4,0.58963
0.0,0.1,0.0,0.2,0.4,0.3,0.444223
0.0,0.2,0.0,0.0,0.1,0.7,0.509713
0.4,0.0,0.2,0.1,0.0,0.3,0.636564
0.0,0.0,0.0,0.5,0.3,0.2,0.450667
0.1,0.1,0.0,0.3,0.0,0.5,0.560738
0.0,0.1,0.6,0.2,0.1,0.0,0.482048
0.1,0.1,0.0,0.2,0.0,0.6,0.553106
0.3,0.3,0.0,0.0,0.1,0.3,0.457218
0.1,0.0,0.2,0.4,0.0,0.3,0.586023
0.0,0.4,0.1,0.0,0.3,0.2,0.466794
0.0,0.4,0.1,0.2,0.0,0.3,0.554501
0.2,0.1,0.6,0.0,0.0,0.1,0.585102
0.1,0.0,0.6,0.2,0.1,0.0,0.487836
0.0,0.5,0.0,0.0,0.3,0.2,0.463902
0.5,0.0,0.0,0.1,0.4,0.0,0.444661
0.3,0.0,0.0,0.2,0.4,0.1,0.438685
0.0,0.0,0.2,0.7,0.1,0.0,0.415865
0.0,0.4,0.1,0.0,0.4,0.1,0.467394
0.0,0.1,0.3,0.5,0.1,0.0,0.4387399999999999
0.0,0.2,0.0,0.4,0.0,0.4,0.547327
0.0,0.2,0.7,0.0,0.1,0.0,0.459395
0.0,0.2,0.7,0.0,0.0,0.1,0.479328
0.2,0.5,0.0,0.0,0.2,0.1,0.433853
0.1,0.0,0.4,0.0,0.0,0.5,0.60595
0.0,0.3,0.0,0.4,0.1,0.2,0.489138
0.5,0.1,0.2,0.2,0.0,0.0,0.564425
0.0,0.0,0.0,0.7,0.1,0.2,0.4987109999999999
0.1,0.8,0.0,0.0,0.1,0.0,0.423222
0.0,0.4,0.2,0.3,0.1,0.0,0.43101
0.0,0.3,0.2,0.0,0.4,0.1,0.4756149999999999
0.3,0.0,0.4,0.1,0.2,0.0,0.434071
0.0,0.0,0.5,0.4,0.1,0.0,0.526474
0.0,0.6,0.1,0.2,0.0,0.1,0.508685
0.0,0.2,0.1,0.4,0.3,0.0,0.428622
0.4,0.1,0.3,0.2,0.0,0.0,0.601152
0.3,0.0,0.3,0.1,0.0,0.3,0.599284
0.4,0.0,0.0,0.4,0.1,0.1,0.490385
0.2,0.1,0.0,0.1,0.6,0.0,0.4358979999999999
0.1,0.0,0.7,0.0,0.1,0.1,0.483684
0.7,0.1,0.0,0.0,0.1,0.1,0.485172
0.4,0.0,0.2,0.3,0.1,0.0,0.4940229999999999
0.5,0.0,0.0,0.0,0.0,0.5,0.604116
0.3,0.0,0.0,0.0,0.1,0.6,0.476985
0.3,0.0,0.0,0.0,0.3,0.4,0.440864
0.2,0.2,0.3,0.0,0.3,0.0,0.414205
0.5,0.1,0.3,0.0,0.1,0.0,0.444913
0.0,0.0,0.2,0.3,0.0,0.5,0.563444
0.0,0.4,0.5,0.1,0.0,0.0,0.441672
0.0,0.3,0.1,0.5,0.0,0.1,0.498932
0.0,0.1,0.3,0.6,0.0,0.0,0.4261609999999999
0.1,0.0,0.0,0.3,0.5,0.1,0.469684
0.0,0.4,0.3,0.1,0.0,0.2,0.521386
0.1,0.1,0.0,0.4,0.4,0.0,0.4639999999999999
0.1,0.0,0.0,0.5,0.2,0.2,0.473016
0.0,0.5,0.3,0.0,0.0,0.2,0.494253
0.2,0.0,0.0,0.1,0.1,0.6,0.49528
0.3,0.0,0.0,0.2,0.0,0.5,0.617822
0.0,0.0,0.2,0.5,0.0,0.3,0.564764
0.0,0.2,0.3,0.1,0.4,0.0,0.445034
